1,/36/,divison,10000001,36,চট্টগ্রাম,http://www.chittagongdiv.gov.bd/,Chittagong,1
730,/36/3152/4848/4871/,union,4848,4871,মিঠানালা ইউনিয়ন,http://mithanalaup.chittagong.gov.bd,Mithanala,4
731,/36/3152/4848/4872/,union,4848,4872,মঘাদিয়া ইউনিয়ন,http://maghadiaup.chittagong.gov.bd,Maghadia,4
732,/36/3152/4848/4873/,union,4848,4873,খৈয়াছরা ইউনিয়ন,http://khaiyachharaup.chittagong.gov.bd,Khaiyachhara,4
733,/36/3152/4848/4874/,union,4848,4874,মায়ানী ইউনিয়ন,http://mayaniup.chittagong.gov.bd,Mayani,4
734,/36/3152/4848/4875/,union,4848,4875,হাইতকান্দি ইউনিয়ন,http://haitkandiup.chittagong.gov.bd,Haitkandi,4
735,/36/3152/4848/4876/,union,4848,4876,ওয়াহেদপুর ইউনিয়ন,http://wahedpurup.chittagong.gov.bd,Wahedpur,4
736,/36/3152/4848/4877/,union,4848,4877,সাহেরখালী ইউনিয়ন,http://saherkhaliup.chittagong.gov.bd,Saherkhali,4
737,/36/3152/4889/,upazilla,3152,4889,পটিয়া উপজেলা,http://patiya.chittagong.gov.bd,Patiya Upazilla,3
738,/36/3152/4889/4913/,union,4889,4913,আশিয়া ইউনিয়ন,http://asiaup.chittagong.gov.bd,Asia,4
739,/36/3152/4889/4914/,union,4889,4914,কাচুয়াই ইউনিয়ন,http://kachuaiup.chittagong.gov.bd,Kachuai,4
740,/36/3152/4889/4915/,union,4889,4915,কাশিয়াইশ ইউনিয়ন,http://kasiaisup.chittagong.gov.bd,Kasiais,4
741,/36/3152/4889/4916/,union,4889,4916,কুসুমপুরা ইউনিয়ন,http://kusumpuraup.chittagong.gov.bd,Kusumpura,4
742,/36/3152/4889/4917/,union,4889,4917,কেলিশহর ইউনিয়ন,http://kelishaharup.chittagong.gov.bd,Kelishahar,4
743,/36/3152/4889/4918/,union,4889,4918,কোলাগাঁও ইউনিয়ন,http://kolagaonup.chittagong.gov.bd,Kolagaon,4
744,/36/3152/4889/4919/,union,4889,4919,খরনা ইউনিয়ন,http://kharanaup.chittagong.gov.bd,Kharana,4
745,/36/3152/4889/4920/,union,4889,4920,চরপাথরঘাটা ইউনিয়ন,http://charpatharghataup.chittagong.gov.bd,Charpatharghata,4
746,/36/3152/4889/4925/,union,4889,4925,চরলক্ষ্যা ইউনিয়ন,http://charlakshyaup.chittagong.gov.bd,Charlakshya,4
747,/36/3152/4889/4952/,union,4889,4952,ছনহরা ইউনিয়ন,http://chanharaup.chittagong.gov.bd,Chanhara,4
748,/36/3152/4889/4953/,union,4889,4953,জঙ্গলখাইন ইউনিয়ন,http://janglukhainup.chittagong.gov.bd,Janglukhain,4
749,/36/3152/4889/4955/,union,4889,4955,জিরি ইউনিয়ন,http://jiriup.chittagong.gov.bd,Jiri,4
750,/36/3152/4889/4956/,union,4889,4956,জুলধা ইউনিয়ন,http://juldhaup.chittagong.gov.bd,Juldha,4
751,/36/3152/4889/4957/,union,4889,4957,দক্ষিণ ভূর্ষি ইউনিয়ন,http://dakhinbhurshiup.chittagong.gov.bd,Dakhinbhurshi,4
752,/36/3152/4889/4958/,union,4889,4958,ধলঘাট ইউনিয়ন,http://dhalghatup.chittagong.gov.bd,Dhalghat,4
753,/36/3152/4889/4960/,union,4889,4960,বড় উঠান ইউনিয়ন,http://barauthanup.chittagong.gov.bd,Barauthan,4
754,/36/3152/4889/4961/,union,4889,4961,বরলিয়া ইউনিয়ন,http://baraliaup.chittagong.gov.bd,Baralia,4
755,/36/3152/4889/4962/,union,4889,4962,ভাটিখাইন ইউনিয়ন,http://bhatikhainup.chittagong.gov.bd,Bhatikhain,4
756,/36/3152/4889/4963/,union,4889,4963,শিকলবাহা ইউনিয়ন,http://sikalbahaup.chittagong.gov.bd,Sikalbaha,4
757,/36/3152/4889/4964/,union,4889,4964,শোভনদন্ডী ইউনিয়ন,http://sobhandandiup.chittagong.gov.bd,Sobhandandi,4
758,/36/3152/4889/4965/,union,4889,4965,হাবিলাসদ্বীপ ইউনিয়ন,http://habilasdwipup.chittagong.gov.bd,Habilasdwi,4
759,/36/3152/4889/4966/,union,4889,4966,হাইদগাঁও ইউনিয়ন,http://haidgaonup.chittagong.gov.bd,Haidgaon,4
760,/36/3152/4968/,upazilla,3152,4968,সন্দ্বীপ উপজেলা,http://sandwip.chittagong.gov.bd,Sandwip Upazilla,3
761,/36/3152/4968/6111/,union,4968,6111,রহমতপুর ইউনিয়ন,http://rahmatpurup.chittagong.gov.bd,Rahmatpur,4
762,/36/3152/4968/6115/,union,4968,6115,হরিশপুর ইউনিয়ন,http://harispurup.chittagong.gov.bd,Harispur,4
763,/36/3152/4968/6117/,union,4968,6117,কালাপানিয়া ইউনিয়ন,http://kalapaniaup.chittagong.gov.bd,Kalapania,4
764,/36/3152/4968/6119/,union,4968,6119,আমানউল্যা ইউনিয়ন,http://amanullahup.chittagong.gov.bd,Amanullah,4
765,/36/3152/4968/6121/,union,4968,6121,সন্তোষপুর ইউনিয়ন,http://santoshpurup.chittagong.gov.bd,Santoshpur,4
766,/36/3152/4968/6123/,union,4968,6123,গাছুয়া ইউনিয়ন,http://gachhuaup.chittagong.gov.bd,Gachhua,4
767,/36/3152/4968/6125/,union,4968,6125,বাউরিয়া ইউনিয়ন,http://bauriaup.chittagong.gov.bd,Bauria,4
768,/36/3152/4968/6127/,union,4968,6127,হারামিয়া ইউনিয়ন,http://haramiaup.chittagong.gov.bd,Haramia,4
769,/36/3152/4968/6129/,union,4968,6129,মগধরা ইউনিয়ন,http://magdharaup.chittagong.gov.bd,Magdhara,4
770,/36/3152/4968/6131/,union,4968,6131,মাইটভাঙ্গা ইউনিয়ন,http://maitbhangaup.chittagong.gov.bd,Maitbhanga,4
771,/36/3152/4968/6133/,union,4968,6133,সারিকাইত ইউনিয়ন,http://sarikaitup.chittagong.gov.bd,Sarikait,4
772,/36/3152/4968/6135/,union,4968,6135,মুছাপুর ইউনিয়ন,http://musapurup.chittagong.gov.bd,Musapur,4
773,/36/3152/4968/6137/,union,4968,6137,আজিমপুর ইউনিয়ন,http://azimpurup.chittagong.gov.bd,Azimpur,4
774,/36/3152/4968/6139/,union,4968,6139,উড়িরচর ইউনিয়ন,http://urircharup.chittagong.gov.bd,Urirchar,4
775,/36/3152/4969/,upazilla,3152,4969,বাঁশখালী উপজেলা,http://banshkhali.chittagong.gov.bd,Banshkhali Upazilla,3
776,/36/3152/4969/5010/,union,4969,5010,পুকুরিয়া ইউনিয়ন,http://pukuriaup.chittagong.gov.bd,Pukuria,4
777,/36/3152/4969/5011/,union,4969,5011,সাধনপুর ইউনিয়ন,http://sadhanpurup.chittagong.gov.bd,Sadhanpur,4
778,/36/3152/4969/5012/,union,4969,5012,খানখানাবাদ ইউনিয়ন,http://khankhanabadup.chittagong.gov.bd,Khankhanabad,4
779,/36/3152/4969/5013/,union,4969,5013,বাহারছড়া ইউনিয়ন,http://baharchharaup.chittagong.gov.bd,Baharchhara,4
780,/36/3152/4969/5014/,union,4969,5014,কালীপুর ইউনিয়ন,http://kalipurup.chittagong.gov.bd,Kalipur,4
781,/36/3152/4969/5015/,union,4969,5015,বৈলছড়ি ইউনিয়ন,http://bailchhariup.chittagong.gov.bd,Bailchhari,4
782,/36/3152/4969/5016/,union,4969,5016,কাথরিয়া ইউনিয়ন,http://kathariaup.chittagong.gov.bd,Katharia,4
783,/36/3152/4969/5017/,union,4969,5017,সরল ইউনিয়ন,http://saralup.chittagong.gov.bd,Saral,4
784,/36/3152/4969/5018/,union,4969,5018,শীলকুপ ইউনিয়ন,http://silkupup.chittagong.gov.bd,Silk,4
785,/36/3152/4969/5019/,union,4969,5019,চাম্বল ইউনিয়ন,http://chambalup.chittagong.gov.bd,Chambal,4
786,/36/3152/4969/5020/,union,4969,5020,গন্ডামারা ইউনিয়ন,http://gandamaraup.chittagong.gov.bd,Gandamara,4
787,/36/3152/4969/5021/,union,4969,5021,শেখেরখীল ইউনিয়ন,http://sekherkhilup.chittagong.gov.bd,Sekherkhil,4
788,/36/3152/4969/5022/,union,4969,5022,পুঁইছড়ি ইউনিয়ন,http://puichhariup.chittagong.gov.bd,Puichhari,4
789,/36/3152/4969/5023/,union,4969,5023,ছনুয়া ইউনিয়ন,http://chhanuaup.chittagong.gov.bd,Chhanua,4
790,/36/3152/4970/,upazilla,3152,4970,বোয়ালখালী উপজেলা,http://boalkhali.chittagong.gov.bd,Boalkhali Upazilla,3
791,/36/3152/4970/5036/,union,4970,5036,কধুরখীল ইউনিয়ন,http://kandhurkhilup.chittagong.gov.bd,Kandhurkhil,4
792,/36/3152/4970/5037/,union,4970,5037,পশ্চিম গোমদন্ডী ইউনিয়ন,http://pashchimgamdandiup.chittagong.gov.bd,Pashchimgamdandi,4
793,/36/3152/4970/5038/,union,4970,5038,পুর্ব গোমদন্ডী ইউনিয়ন,http://purbagomdandiup.chittagong.gov.bd,Purbagomdandi,4
794,/36/3152/4970/5039/,union,4970,5039,শাকপুরা ইউনিয়ন,http://sakpuraup.chittagong.gov.bd,Sakpura,4
795,/36/3152/4970/5040/,union,4970,5040,সারোয়াতলী ইউনিয়ন,http://saroataliup.chittagong.gov.bd,Saroatali,4
796,/36/3152/4970/5041/,union,4970,5041,পোপাদিয়া ইউনিয়ন,http://popadiaup.chittagong.gov.bd,Popadia,4
797,/36/3152/4970/5042/,union,4970,5042,চরনদ্বীপ ইউনিয়ন,http://charandwipup.chittagong.gov.bd,Charandwi,4
798,/36/3152/4970/5043/,union,4970,5043,শ্রীপুর-খরন্দীপ ইউনিয়ন,http://sreepurkharandwipup.chittagong.gov.bd,Sreepurkharandwi,4
799,/36/3152/4970/5044/,union,4970,5044,আমুচিয়া ইউনিয়ন,http://amuchiaup.chittagong.gov.bd,Amuchia,4
800,/36/3152/4970/5045/,union,4970,5045,আহল্লা করলডেঙ্গা ইউনিয়ন,http://ahlakaraldengaup.chittagong.gov.bd,Ahlakaraldenga,4
801,/36/3152/4971/,upazilla,3152,4971,আনোয়ারা উপজেলা,http://anwara.chittagong.gov.bd,Anwara Upazilla,3
802,/36/3152/4971/5946/,union,4971,5946,বৈরাগ ইউনিয়ন,http://boiragup.chittagong.gov.bd,Boirag,4
803,/36/3152/4971/5947/,union,4971,5947,বারশত ইউনিয়ন,http://barasatup.chittagong.gov.bd,Barasat,4
804,/36/3152/4971/5949/,union,4971,5949,রায়পুর ইউনিয়ন,http://raipurup.chittagong.gov.bd,Raipur,4
805,/36/3152/4971/5950/,union,4971,5950,বটতলী ইউনিয়ন,http://battaliup.chittagong.gov.bd,Battali,4
806,/36/3152/4971/5951/,union,4971,5951,বরম্নমচড়া ইউনিয়ন,http://barumcharaup.chittagong.gov.bd,Barumchara,4
807,/36/3152/4971/5952/,union,4971,5952,বারখাইন ইউনিয়ন,http://baroakhanup.chittagong.gov.bd,Baroakhan,4
808,/36/3152/4971/5954/,union,4971,5954,আনোয়ারা ইউনিয়ন,http://anwaraup.chittagong.gov.bd,Anwara,4
809,/36/3152/4971/5955/,union,4971,5955,চাতরী ইউনিয়ন,http://chatariup.chittagong.gov.bd,Chatari,4
810,/36/3152/4971/5956/,union,4971,5956,পরৈকোড়া ইউনিয়ন,http://paraikoraup.chittagong.gov.bd,Paraikora,4
811,/36/3152/4971/5957/,union,4971,5957,হাইলধর ইউনিয়ন,http://haildharup.chittagong.gov.bd,Haildhar,4
812,/36/3152/4971/5958/,union,4971,5958,জুঁইদন্ডী ইউনিয়ন,http://juidandiup.chittagong.gov.bd,Juidandi,4
813,/36/3152/4972/,upazilla,3152,4972,চন্দনাইশ উপজেলা,http://chandanaish.chittagong.gov.bd,Chandanaish Upazilla,3
814,/36/3152/4972/5105/,union,4972,5105,কাঞ্চনাবাদ ইউনিয়ন,http://kanchanabadup.chittagong.gov.bd,Kanchanabad,4
815,/36/3152/4972/5107/,union,4972,5107,জোয়ারা ইউনিয়ন,http://joaraup.chittagong.gov.bd,Joara,4
816,/36/3152/4972/5108/,union,4972,5108,বরকল ইউনিয়ন,http://barkalup.chittagong.gov.bd,Barkal,4
817,/36/3152/4972/5109/,union,4972,5109,বরমা ইউনিয়ন,http://baramaup.chittagong.gov.bd,Barama,4
818,/36/3152/4972/5110/,union,4972,5110,বৈলতলী ইউনিয়ন,http://bailtaliup.chittagong.gov.bd,Bailtali,4
819,/36/3152/4972/5111/,union,4972,5111,সাতবাড়িয়া ইউনিয়ন,http://satbariaup.chittagong.gov.bd,Satbaria,4
820,/36/3152/4972/5112/,union,4972,5112,হাশিমপুর ইউনিয়ন,http://hashimpurup.chittagong.gov.bd,Hashimpur,4
821,/36/3152/4972/5113/,union,4972,5113,দোহাজারী ইউনিয়ন,http://dohazariup.chittagong.gov.bd,Dohazari,4
822,/36/3152/4972/5114/,union,4972,5114,ধোপাছড়ী ইউনিয়ন,http://dhopachhariup.chittagong.gov.bd,Dhopachhari,4
823,/36/3152/4973/,upazilla,3152,4973,সাতকানিয়া উপজেলা,http://satkania.chittagong.gov.bd,Satkania Upazilla,3
824,/36/3152/4973/5127/,union,4973,5127,চরতী ইউনিয়ন,http://charatiup.chittagong.gov.bd,Charati,4
825,/36/3152/4973/5128/,union,4973,5128,খাগরিয়া ইউনিয়ন,http://khagariaup.chittagong.gov.bd,Khagaria,4
826,/36/3152/4973/5129/,union,4973,5129,নলুয়া ইউনিয়ন,http://naluaup.chittagong.gov.bd,Nalua,4
827,/36/3152/4973/5130/,union,4973,5130,কাঞ্চনা ইউনিয়ন,http://kanchanaup.chittagong.gov.bd,Kanchana,4
828,/36/3152/4973/5131/,union,4973,5131,আমিলাইশ ইউনিয়ন,http://amilaisiup.chittagong.gov.bd,Amilaisi,4
829,/36/3152/4973/5132/,union,4973,5132,এওচিয়া ইউনিয়ন,http://eochiaiup.chittagong.gov.bd,Eochiai,4
830,/36/3152/4973/5133/,union,4973,5133,মাদার্শা ইউনিয়ন,http://madarsaup.chittagong.gov.bd,Madarsa,4
831,/36/3152/4973/5134/,union,4973,5134,ঢেমশা ইউনিয়ন,http://dhemsaup.chittagong.gov.bd,Dhemsa,4
832,/36/3152/4973/5135/,union,4973,5135,পশ্চিম ঢেমশা ইউনিয়ন,http://paschimdhemsaup.chittagong.gov.bd,Paschimdhemsa,4
833,/36/3152/4973/5136/,union,4973,5136,কেঁওচিয়া ইউনিয়ন,http://keochiaup.chittagong.gov.bd,Keochia,4
834,/36/3152/4973/5137/,union,4973,5137,কালিয়াইশ ইউনিয়ন,http://kaliaisup.chittagong.gov.bd,Kaliais,4
835,/36/3152/4973/5139/,union,4973,5139,বাজালিয়া ইউনিয়ন,http://bazaliaup.chittagong.gov.bd,Bazalia,4
836,/36/3152/4973/5140/,union,4973,5140,পুরানগড় ইউনিয়ন,http://puranagarup.chittagong.gov.bd,Puranagar,4
837,/36/3152/4973/5141/,union,4973,5141,ছদাহা ইউনিয়ন,http://sadahaup.chittagong.gov.bd,Sadaha,4
838,/36/3152/4973/5142/,union,4973,5142,সাতকানিয়া ইউনিয়ন,http://satkaniaup.chittagong.gov.bd,Satkania,4
839,/36/3152/4973/5143/,union,4973,5143,সোনাকানিয়া ইউনিয়ন,http://sonakaniaup.chittagong.gov.bd,Sonakania,4
840,/36/3152/4974/,upazilla,3152,4974,লোহাগাড়া উপজেলা,http://lohagara.chittagong.gov.bd,Lohagara Upazilla,3
841,/36/3152/4974/4944/,union,4974,4944,পদুয়া ইউনিয়ন,http://paduaup.chittagong.gov.bd,Padua,4
842,/36/3152/4974/5144/,union,4974,5144,বড়হাতিয়া ইউনিয়ন,http://barahatiaup.chittagong.gov.bd,Barahatia,4
843,/36/3152/4974/5145/,union,4974,5145,আমিরাবাদ ইউনিয়ন,http://amirabadup.chittagong.gov.bd,Amirabad,4
844,/36/3152/4974/5147/,union,4974,5147,চরম্বা ইউনিয়ন,http://charambaup.chittagong.gov.bd,Charamba,4
845,/36/3152/4974/5148/,union,4974,5148,কলাউজান ইউনিয়ন,http://kalauzanup.chittagong.gov.bd,Kalauzan,4
846,/36/3152/4974/5149/,union,4974,5149,লোহাগাড়া ইউনিয়ন,http://lohagaraup.chittagong.gov.bd,Lohagara,4
847,/36/3152/4974/5150/,union,4974,5150,পুটিবিলা ইউনিয়ন,http://putibilaup.chittagong.gov.bd,Putibila,4
848,/36/3152/4974/5151/,union,4974,5151,চুনতি ইউনিয়ন,http://chunatiup.chittagong.gov.bd,Chunati,4
849,/36/3152/4974/5152/,union,4974,5152,আধুনগর ইউনিয়ন,http://adhunagarup.chittagong.gov.bd,Adhunagar,4
850,/36/3152/4975/,upazilla,3152,4975,হাটহাজারী উপজেলা,http://hathazari.chittagong.gov.bd,Hathazari Upazilla,3
851,/36/3152/4975/6027/,union,4975,6027,ফরহাদাবাদ ইউনিয়ন,http://farhadabadup.chittagong.gov.bd,Farhadabad,4
852,/36/3152/4975/6029/,union,4975,6029,ধলই ইউনিয়ন,http://dhalaiup.chittagong.gov.bd,Dhalai,4
853,/36/3152/4975/6031/,union,4975,6031,মির্জাপুর ইউনিয়ন,http://mirjapurup.chittagong.gov.bd,Mirjapur,4
854,/36/3152/4975/6033/,union,4975,6033,নাঙ্গলমোরা ইউনিয়ন,http://nangolmoraup.chittagong.gov.bd,Nangolmora,4
855,/36/3152/4975/6035/,union,4975,6035,গুমানমর্দ্দন ইউনিয়ন,http://gomanmordanup.chittagong.gov.bd,Gomanmordan,4
856,/36/3152/4975/6037/,union,4975,6037,ছিপাতলী ইউনিয়ন,http://chipataliup.chittagong.gov.bd,Chipatali,4
857,/36/3152/4975/6039/,union,4975,6039,মেখল ইউনিয়ন,http://mekhalup.chittagong.gov.bd,Mekhal,4
858,/36/3152/4975/6041/,union,4975,6041,গড়দুয়ারা ইউনিয়ন,http://garduaraup.chittagong.gov.bd,Garduara,4
859,/36/3152/4975/6043/,union,4975,6043,ফতেপুর ইউনিয়ন,http://fathepurup.chittagong.gov.bd,Fathepur,4
860,/36/3152/4975/6045/,union,4975,6045,চিকনদন্ডী ইউনিয়ন,http://chikondandiup.chittagong.gov.bd,Chikondandi,4
861,/36/3152/4975/6047/,union,4975,6047,উত্তর মাদার্শা ইউনিয়ন,http://uttarmadrashaup.chittagong.gov.bd,Uttarmadrasha,4
862,/36/3152/4975/6049/,union,4975,6049,দক্ষিন মাদার্শা ইউনিয়ন,http://dakkinmadrashaup.chittagong.gov.bd,Dakkinmadrasha,4
863,/36/3152/4975/6051/,union,4975,6051,শিকারপুর ইউনিয়ন,http://sikarpurup.chittagong.gov.bd,Sikarpur,4
864,/36/3152/4975/6053/,union,4975,6053,বুডিরশ্চর ইউনিয়ন,http://budircharup.chittagong.gov.bd,Budirchar,4
865,/36/3152/4975/6055/,union,4975,6055,হাটহাজারী ইউনিয়ন,http://hathazariup.chittagong.gov.bd,Hathazari,4
866,/36/3152/4976/,upazilla,3152,4976,ফটিকছড়ি উপজেলা,http://fatikchhari.chittagong.gov.bd,Fatikchhari Upazilla,3
867,/36/3152/4976/5138/,union,4976,5138,ধর্মপুর ইউনিয়ন,http://dharmapurup.chittagong.gov.bd,Dharmapur,4
868,/36/3152/4976/5407/,union,4976,5407,বাগান বাজার ইউনিয়ন,http://baganbazarup.chittagong.gov.bd,Baganbazar,4
869,/36/3152/4976/5412/,union,4976,5412,দাঁতমারা ইউনিয়ন,http://dantmaraup.chittagong.gov.bd,Dantmara,4
870,/36/3152/4976/6061/,union,4976,6061,নারায়নহাট ইউনিয়ন,http://narayanhatup.chittagong.gov.bd,Narayanhat,4
871,/36/3152/4976/6063/,union,4976,6063,ভূজপুর ইউনিয়ন,"http://bhujpurup.chittagong.gov.bd ",Bhujpur,4
